Unnamed: 0,Project Name,datetime,Power[kWh],Power_ConfInt10[kWh],Power_ConfInt25[kWh],Power_ConfInt75[kWh],Power_ConfInt90[kWh],W.Speed[m/s],W.Speed P10[m/s],W.Speed P25[m/s],W.Speed P75[m/s],W.Speed P90[m/s],W.Direc[deg],pred_date,despacho,time,wind_speed_10m,wind_direction_10m,wind_gusts_10m,temperature_2m,pressure_msl,relative_humidity_2m
9753,El Dorado,2024-08-11 09:00:00,2045.9,0.0,0.0,6274.5,9241.9,2.5,1.1,1.6,3.4,5.0,31.3,pred_20240810,0.0,2024-08-11 09:00:00,1.1,108,7.9,16.7,1019.9,47
9754,El Dorado,2024-08-11 10:00:00,1689.6,0.0,0.0,5918.2,8885.6,2.3,1.0,1.6,3.5,5.2,42.1,pred_20240810,0.0,2024-08-11 10:00:00,3.4,72,14.4,18.9,1020.2,39
9755,El Dorado,2024-08-11 11:00:00,1482.6,0.0,0.0,5711.1,8678.6,3.0,1.6,2.2,4.1,5.2,39.9,pred_20240810,0.17,2024-08-11 11:00:00,5.0,60,18.4,20.7,1019.5,35
9756,El Dorado,2024-08-11 12:00:00,2148.6,0.0,0.0,6377.2,9344.6,3.6,1.9,2.8,4.8,5.5,36.2,pred_20240810,0.0,2024-08-11 12:00:00,5.7,55,20.5,22.2,1018.7,32
9757,El Dorado,2024-08-11 13:00:00,2393.9,0.0,0.0,6622.5,9761.4,3.7,1.9,2.9,5.0,5.6,36.2,pred_20240810,0.0,2024-08-11 13:00:00,4.7,67,20.2,23.3,1017.7,31
9758,El Dorado,2024-08-11 14:00:00,1917.8,0.0,0.0,6869.1,16296.2,3.3,1.8,2.4,4.7,6.0,28.7,pred_20240810,0.6,2024-08-11 14:00:00,4.7,81,18.0,24.1,1017.1,30
9759,El Dorado,2024-08-11 15:00:00,691.2,0.0,0.0,5642.5,16296.2,2.9,1.5,2.1,4.5,6.0,25.8,pred_20240810,0.35,2024-08-11 15:00:00,5.2,102,17.6,24.2,1016.9,31
9760,El Dorado,2024-08-11 16:00:00,1047.0,0.0,0.0,5998.4,16296.2,2.7,1.2,1.8,4.2,6.2,25.2,pred_20240810,2.07,2024-08-11 16:00:00,6.1,130,17.3,23.9,1017.2,33
9761,El Dorado,2024-08-11 17:00:00,4135.3,0.0,0.0,9086.6,16296.2,3.4,1.2,1.9,4.4,6.2,36.3,pred_20240810,3.77,2024-08-11 17:00:00,4.6,135,17.3,22.1,1017.9,44
9762,El Dorado,2024-08-11 18:00:00,4733.1,0.0,0.0,9684.4,20225.3,4.0,2.1,3.0,5.2,6.9,142.5,pred_20240810,3.88,2024-08-11 18:00:00,6.8,162,9.4,19.0,1018.7,51
9763,El Dorado,2024-08-11 19:00:00,8352.6,0.0,1818.7,13303.9,21384.5,5.1,2.3,3.6,6.0,7.1,147.8,pred_20240810,2.09,2024-08-11 19:00:00,9.8,188,16.6,17.9,1019.5,48
9764,El Dorado,2024-08-11 20:00:00,8264.2,0.0,3312.9,16103.5,25044.7,5.3,3.5,4.5,6.7,7.4,171.8,pred_20240810,5.1,2024-08-11 20:00:00,9.3,216,16.6,17.5,1020.3,47
9765,El Dorado,2024-08-11 21:00:00,12255.2,3829.2,7303.9,28413.8,37871.6,5.9,3.7,5.0,7.5,8.4,200.8,pred_20240810,15.32,2024-08-11 21:00:00,9.5,241,14.8,17.5,1021.1,41
9766,El Dorado,2024-08-11 22:00:00,26741.2,11861.7,14400.4,40426.0,46857.1,7.5,5.4,6.4,9.4,9.8,200.9,pred_20240810,44.41,2024-08-11 22:00:00,13.7,215,24.1,16.8,1022.1,42
9767,El Dorado,2024-08-11 23:00:00,38270.8,24557.3,33319.4,50969.4,53018.2,8.9,7.4,8.0,10.3,10.6,193.2,pred_20240810,45.24,2024-08-11 23:00:00,12.1,203,26.3,16.4,1023.1,42
9768,El Dorado,2024-08-12 00:00:00,42787.8,23923.4,34597.1,49429.7,52778.8,9.5,8.1,8.7,10.2,10.8,193.5,pred_20240811,38.48,2024-08-12 00:00:00,13.2,206,24.5,15.3,1023.6,44
9769,El Dorado,2024-08-12 01:00:00,46186.2,24890.8,40433.3,51018.7,53382.2,9.9,8.2,9.1,10.6,11.1,191.7,pred_20240811,43.81,2024-08-12 01:00:00,12.6,204,24.8,14.8,1023.7,43
9770,El Dorado,2024-08-12 02:00:00,47239.5,24460.0,40097.5,52546.3,54000.0,9.9,8.4,9.1,10.6,11.2,188.3,pred_20240811,41.92,2024-08-12 02:00:00,13.1,201,24.5,14.1,1023.6,43
9771,El Dorado,2024-08-12 03:00:00,47623.1,28895.1,39204.5,51926.1,54000.0,9.9,8.3,9.1,10.6,11.1,188.6,pred_20240811,44.1,2024-08-12 03:00:00,14.1,195,27.4,14.0,1023.6,42
9772,El Dorado,2024-08-12 04:00:00,44892.1,27280.5,36222.4,50212.8,52088.2,9.6,8.3,8.8,10.3,10.9,189.7,pred_20240811,45.38,2024-08-12 04:00:00,13.6,192,27.7,13.6,1023.8,43
9773,El Dorado,2024-08-12 05:00:00,43033.0,23989.8,32640.2,48876.4,50707.4,9.4,8.1,8.7,10.2,10.7,192.1,pred_20240811,45.68,2024-08-12 05:00:00,13.2,197,26.3,13.1,1024.5,44
9774,El Dorado,2024-08-12 06:00:00,44853.8,23989.8,33541.2,49082.4,52529.8,9.6,8.1,8.9,10.4,10.9,191.6,pred_20240811,45.68,2024-08-12 06:00:00,13.6,197,26.6,12.8,1025.3,45
9775,El Dorado,2024-08-12 07:00:00,49012.0,25269.8,36407.1,53240.5,54000.0,10.1,8.1,9.2,10.9,11.4,190.4,pred_20240811,45.68,2024-08-12 07:00:00,13.6,192,26.6,12.8,1026.0,46
9776,El Dorado,2024-08-12 08:00:00,45220.9,26113.4,37943.5,50649.4,52416.9,9.5,8.0,8.8,10.7,10.8,201.4,pred_20240811,41.72,2024-08-12 08:00:00,13.9,190,28.1,14.7,1026.8,47
9777,El Dorado,2024-08-12 09:00:00,49955.1,36475.5,39256.4,54000.0,54000.0,10.4,9.1,9.5,11.2,11.7,183.3,pred_20240811,23.12,2024-08-12 09:00:00,16.5,190,36.7,17.5,1027.4,37
9778,El Dorado,2024-08-12 10:00:00,43175.2,22312.0,30879.9,48311.5,52934.5,9.5,7.6,8.5,10.3,10.8,176.6,pred_20240811,27.53,2024-08-12 10:00:00,19.1,183,44.6,19.7,1027.3,31
9779,El Dorado,2024-08-12 11:00:00,46501.6,24460.0,37716.2,50730.2,53697.7,9.9,8.1,9.1,10.6,11.2,173.9,pred_20240811,32.83,2024-08-12 11:00:00,18.4,176,44.6,21.4,1026.5,28
9780,El Dorado,2024-08-12 12:00:00,43635.2,24103.2,37157.8,47863.8,50831.3,9.6,8.2,8.8,10.3,10.9,168.6,pred_20240811,31.9,2024-08-12 12:00:00,18.6,171,45.0,22.7,1025.0,25
9781,El Dorado,2024-08-12 13:00:00,38779.9,21691.5,30815.8,44131.2,48017.8,9.2,7.9,8.4,9.9,10.4,163.0,pred_20240811,22.37,2024-08-12 13:00:00,19.4,165,46.8,23.4,1023.4,23
9782,El Dorado,2024-08-12 14:00:00,30360.2,16005.0,24201.4,35566.0,45852.6,8.2,6.7,7.4,9.1,9.7,158.8,pred_20240811,21.66,2024-08-12 14:00:00,18.6,158,46.8,23.7,1021.9,23
9783,El Dorado,2024-08-12 15:00:00,23592.0,7639.8,14280.6,28543.3,37306.6,7.6,6.0,6.3,8.4,9.0,155.0,pred_20240811,26.22,2024-08-12 15:00:00,17.6,154,44.6,23.6,1020.7,23
9784,El Dorado,2024-08-12 16:00:00,17647.9,4634.2,10502.2,23919.6,33351.6,6.9,5.0,5.9,7.7,8.3,155.1,pred_20240811,20.04,2024-08-12 16:00:00,16.3,152,42.1,23.0,1020.0,24
9785,El Dorado,2024-08-12 17:00:00,15430.6,4327.7,10479.2,22366.2,30882.3,6.7,4.0,5.6,7.5,8.1,161.2,pred_20240811,18.03,2024-08-12 17:00:00,11.4,152,37.8,21.7,1020.2,28
9786,El Dorado,2024-08-12 18:00:00,16828.3,6173.2,11137.2,29797.8,34711.3,6.6,4.2,5.8,7.7,8.5,166.0,pred_20240811,13.17,2024-08-12 18:00:00,9.4,162,24.8,18.9,1020.7,34
9787,El Dorado,2024-08-12 19:00:00,18625.2,9501.9,13541.1,31651.6,38631.2,6.7,5.3,5.9,7.8,8.9,165.0,pred_20240811,17.92,2024-08-12 19:00:00,10.4,182,19.1,17.7,1021.1,35
9788,El Dorado,2024-08-12 20:00:00,16887.7,7823.3,11936.4,29278.3,36165.7,6.5,5.1,5.7,8.3,8.7,156.8,pred_20240811,12.65,2024-08-12 20:00:00,10.5,196,19.8,16.7,1022.3,38
9789,El Dorado,2024-08-12 21:00:00,15202.0,6429.9,10250.7,25732.3,35817.0,6.1,4.7,5.3,7.9,8.5,164.7,pred_20240811,26.8,2024-08-12 21:00:00,9.8,197,20.5,16.7,1022.9,37
9790,El Dorado,2024-08-12 22:00:00,14837.0,6411.0,9885.7,24240.3,32431.4,6.0,4.6,5.2,7.8,8.3,176.1,pred_20240811,45.06,2024-08-12 22:00:00,10.2,203,19.4,15.8,1023.1,39
9791,El Dorado,2024-08-12 23:00:00,18030.2,8648.2,11935.9,26037.9,33929.7,6.6,5.0,5.8,7.9,8.6,194.9,pred_20240811,25.93,2024-08-12 23:00:00,10.4,214,19.8,15.1,1023.4,40
9792,El Dorado,2024-08-13 00:00:00,22330.2,7004.7,15565.5,30687.5,37196.3,7.3,4.8,6.5,8.1,8.7,202.6,pred_20240812,12.61,2024-08-13 00:00:00,10.2,222,19.4,14.6,1023.3,41
9793,El Dorado,2024-08-13 01:00:00,23853.9,6546.4,15301.1,32186.5,39027.7,7.4,5.0,6.5,8.1,8.8,205.8,pred_20240812,11.01,2024-08-13 01:00:00,10.7,225,20.2,14.5,1022.9,42
9794,El Dorado,2024-08-13 02:00:00,23300.9,6098.5,14398.1,31258.3,36885.6,7.3,5.0,6.4,8.1,8.8,206.7,pred_20240812,7.89,2024-08-13 02:00:00,10.9,226,20.2,14.3,1022.0,42
9795,El Dorado,2024-08-13 03:00:00,22550.3,6098.5,13691.9,26778.9,33409.5,7.3,5.2,6.5,8.0,8.6,203.0,pred_20240812,6.26,2024-08-13 03:00:00,9.9,226,20.2,14.0,1021.4,43
9796,El Dorado,2024-08-13 04:00:00,19581.2,5525.7,11463.8,23809.8,29871.9,6.9,4.4,6.1,7.6,8.2,201.4,pred_20240812,7.99,2024-08-13 04:00:00,10.2,222,17.6,13.7,1021.0,43
9797,El Dorado,2024-08-13 05:00:00,17619.0,5525.7,11463.8,22431.0,27161.3,6.6,4.2,5.9,7.5,7.9,202.9,pred_20240812,5.8,2024-08-13 05:00:00,9.7,222,18.0,13.4,1020.7,44
9798,El Dorado,2024-08-13 06:00:00,14757.2,3607.3,7668.6,21387.9,25725.8,6.2,3.8,5.4,7.1,7.4,204.9,pred_20240812,2.89,2024-08-13 06:00:00,9.4,223,16.9,13.2,1021.0,44
9799,El Dorado,2024-08-13 07:00:00,11939.4,1688.0,5428.6,16168.0,21895.6,5.8,3.3,4.8,6.5,7.1,204.9,pred_20240812,1.14,2024-08-13 07:00:00,9.4,227,16.6,13.0,1021.1,46
9800,El Dorado,2024-08-13 08:00:00,6798.7,0.0,2570.1,11632.4,14304.0,4.9,3.1,4.1,5.8,6.6,199.8,pred_20240812,1.73,2024-08-13 08:00:00,8.2,221,16.9,15.2,1021.4,46
9801,El Dorado,2024-08-13 09:00:00,3903.7,0.0,0.0,8132.3,13393.8,4.1,2.3,3.1,5.2,6.4,179.3,pred_20240812,0.0,2024-08-13 09:00:00,5.8,184,16.6,18.1,1021.7,35
9802,El Dorado,2024-08-13 10:00:00,2063.5,0.0,0.0,6292.1,9259.5,3.0,1.6,2.0,3.8,5.3,161.2,pred_20240812,0.0,2024-08-13 10:00:00,4.1,135,16.6,20.0,1021.6,30
9803,El Dorado,2024-08-13 11:00:00,1726.7,0.0,0.0,5955.3,8922.7,2.6,1.3,1.8,3.4,4.9,112.9,pred_20240812,0.0,2024-08-13 11:00:00,5.2,78,19.1,21.6,1020.5,28
9804,El Dorado,2024-08-13 12:00:00,1509.7,0.0,0.0,5738.2,8705.7,2.6,1.3,1.9,3.5,5.0,63.6,pred_20240812,0.0,2024-08-13 12:00:00,7.5,55,23.8,22.8,1018.9,26
9805,El Dorado,2024-08-13 13:00:00,1854.1,0.0,0.0,6082.7,12751.8,3.1,1.7,2.4,4.4,5.8,43.5,pred_20240812,1.57,2024-08-13 13:00:00,10.7,45,29.9,23.7,1017.1,26
9806,El Dorado,2024-08-13 14:00:00,5890.0,0.0,938.6,12797.4,23772.4,4.7,1.9,3.3,5.8,7.2,15.7,pred_20240812,7.64,2024-08-13 14:00:00,12.9,36,33.8,24.0,1015.5,25
9807,El Dorado,2024-08-13 15:00:00,10120.0,1282.4,2793.0,20035.3,32184.8,5.7,2.6,4.0,7.1,7.9,13.0,pred_20240812,8.69,2024-08-13 15:00:00,13.6,32,34.6,23.9,1014.6,25
9808,El Dorado,2024-08-13 16:00:00,14119.5,1868.9,4765.7,24570.4,34318.8,6.4,3.4,5.0,7.5,8.3,14.5,pred_20240812,12.89,2024-08-13 16:00:00,12.6,31,34.2,23.6,1014.1,27
9809,El Dorado,2024-08-13 17:00:00,17554.4,3140.9,8746.5,24579.0,35594.4,6.8,3.9,5.4,7.7,8.4,11.1,pred_20240812,14.43,2024-08-13 17:00:00,10.5,31,31.0,22.4,1014.1,32
9810,El Dorado,2024-08-13 18:00:00,21662.9,3627.1,9739.9,27023.8,37519.8,7.3,4.4,6.0,8.2,8.9,4.2,pred_20240812,10.99,2024-08-13 18:00:00,9.8,17,23.4,19.5,1014.5,39
9811,El Dorado,2024-08-13 19:00:00,19898.3,4054.9,9745.5,25977.0,35903.7,7.2,4.6,5.7,8.0,8.8,3.6,pred_20240812,7.21,2024-08-13 19:00:00,8.1,339,18.4,18.1,1015.1,46
9812,El Dorado,2024-08-13 20:00:00,15082.2,1695.4,5260.5,21247.8,30774.5,6.5,3.6,4.6,7.4,8.2,352.5,pred_20240812,5.84,2024-08-13 20:00:00,8.1,302,13.3,16.6,1015.8,53
9813,El Dorado,2024-08-13 21:00:00,10348.0,675.3,2744.9,15411.7,25035.4,5.6,2.8,3.9,6.6,7.7,334.1,pred_20240812,5.88,2024-08-13 21:00:00,8.3,304,15.1,16.7,1016.7,53
9814,El Dorado,2024-08-13 22:00:00,9100.9,246.7,927.1,14052.2,19929.8,5.4,2.5,3.7,6.5,7.4,321.0,pred_20240812,6.23,2024-08-13 22:00:00,8.7,294,15.1,16.4,1016.8,54
9815,El Dorado,2024-08-13 23:00:00,9251.7,0.0,1020.2,14203.0,19929.8,5.4,2.3,3.6,6.3,7.4,324.1,pred_20240812,4.91,2024-08-13 23:00:00,9.5,299,16.2,16.2,1016.7,55
9816,El Dorado,2024-08-14 00:00:00,10462.8,0.0,626.4,14691.4,17658.8,5.4,2.3,3.4,6.1,7.0,316.1,pred_20240813,6.51,2024-08-14 00:00:00,10.3,299,18.4,16.4,1016.0,54
9817,El Dorado,2024-08-14 01:00:00,10221.1,0.0,1047.8,14449.7,17417.1,5.3,2.3,3.4,6.0,6.9,315.7,pred_20240813,4.01,2024-08-14 01:00:00,10.5,286,19.4,16.4,1015.5,53
9818,El Dorado,2024-08-14 02:00:00,8732.6,9.1,2056.9,12961.2,15928.6,5.0,2.5,3.6,5.8,6.7,301.2,pred_20240813,3.65,2024-08-14 02:00:00,10.1,287,19.4,15.9,1014.8,55
9819,El Dorado,2024-08-14 03:00:00,4885.9,0.0,117.8,9114.5,12081.9,4.2,1.8,2.6,5.0,5.8,287.3,pred_20240813,1.68,2024-08-14 03:00:00,9.7,292,17.6,15.2,1014.3,58
9820,El Dorado,2024-08-14 04:00:00,4933.4,0.0,0.1,9162.0,12129.5,4.1,1.5,2.3,4.8,5.6,324.3,pred_20240813,0.69,2024-08-14 04:00:00,7.4,313,15.8,14.7,1013.7,61
9821,El Dorado,2024-08-14 05:00:00,9388.1,0.0,0.1,13616.7,16584.1,5.3,1.6,2.6,6.0,6.6,325.5,pred_20240813,4.31,2024-08-14 05:00:00,9.7,312,15.1,14.9,1013.9,57
9822,El Dorado,2024-08-14 06:00:00,15053.3,0.0,476.1,19281.9,22249.4,6.2,2.2,3.3,7.0,7.5,338.9,pred_20240813,21.01,2024-08-14 06:00:00,11.1,324,19.8,15.3,1014.2,53
9823,El Dorado,2024-08-14 07:00:00,20969.2,1199.4,4161.0,25197.8,28165.2,7.2,2.9,4.2,8.0,8.5,350.9,pred_20240813,29.13,2024-08-14 07:00:00,12.7,345,22.7,16.2,1014.6,49
9824,El Dorado,2024-08-14 08:00:00,24107.9,1914.7,6837.1,28336.5,31303.9,7.7,3.3,4.8,8.5,9.0,347.1,pred_20240813,9.0,2024-08-14 08:00:00,12.3,357,24.5,18.5,1014.9,47
9825,El Dorado,2024-08-14 09:00:00,25414.0,7015.6,12989.9,29763.7,40434.7,7.8,4.8,5.9,8.6,9.1,357.7,pred_20240813,4.04,2024-08-14 09:00:00,12.6,13,28.4,21.1,1015.1,42
9826,El Dorado,2024-08-14 10:00:00,32599.0,8999.3,15009.3,42333.5,48277.0,8.6,4.2,5.8,9.3,10.6,6.7,pred_20240813,38.97,2024-08-14 10:00:00,18.0,12,41.8,23.5,1014.6,37
9827,El Dorado,2024-08-14 11:00:00,48729.7,22600.1,34811.9,52958.3,54000.0,10.7,6.8,8.7,11.5,12.4,358.6,pred_20240813,41.22,2024-08-14 11:00:00,21.5,10,50.0,25.5,1013.4,33
9828,El Dorado,2024-08-14 12:00:00,54000.0,46804.0,49771.4,54000.0,54000.0,12.7,10.4,11.0,13.5,14.0,356.7,pred_20240813,40.94,2024-08-14 12:00:00,23.7,10,55.8,26.7,1011.9,33
9829,El Dorado,2024-08-14 13:00:00,54000.0,46804.0,49771.4,54000.0,54000.0,13.9,11.5,12.6,14.7,15.2,354.6,pred_20240813,40.39,2024-08-14 13:00:00,26.1,6,60.5,27.4,1010.5,34
9830,El Dorado,2024-08-14 14:00:00,52713.6,44287.6,47762.3,54000.0,54000.0,14.6,12.5,13.5,15.5,16.1,351.5,pred_20240813,40.45,2024-08-14 14:00:00,27.1,4,62.3,27.7,1009.0,34
9831,El Dorado,2024-08-14 15:00:00,52366.6,43940.6,47415.2,54000.0,54000.0,14.8,12.1,13.7,15.6,16.2,351.3,pred_20240813,43.96,2024-08-14 15:00:00,27.8,3,62.6,27.3,1008.1,36
9832,El Dorado,2024-08-14 16:00:00,52339.1,43913.1,47387.7,54000.0,54000.0,15.2,12.6,13.7,16.1,16.7,351.5,pred_20240813,40.38,2024-08-14 16:00:00,26.7,2,62.3,26.5,1007.9,38
9833,El Dorado,2024-08-14 17:00:00,54000.0,45574.0,49048.7,54000.0,54000.0,15.1,13.6,14.2,15.9,16.5,345.4,pred_20240813,44.42,2024-08-14 17:00:00,28.5,357,61.2,25.2,1008.0,41
9834,El Dorado,2024-08-14 18:00:00,51799.3,43373.3,46848.0,54000.0,54000.0,14.5,12.7,13.5,15.3,15.9,344.4,pred_20240813,44.16,2024-08-14 18:00:00,24.3,354,61.9,23.6,1008.7,46
9835,El Dorado,2024-08-14 19:00:00,53321.5,44895.5,48370.1,54000.0,54000.0,13.3,11.8,12.4,14.1,14.8,345.8,pred_20240813,48.19,2024-08-14 19:00:00,19.8,359,51.5,22.5,1009.4,49
9836,El Dorado,2024-08-14 20:00:00,54000.0,45574.0,49048.7,54000.0,54000.0,12.2,10.8,11.4,13.1,13.7,345.7,pred_20240813,48.32,2024-08-14 20:00:00,15.9,4,41.4,21.9,1009.9,52
9837,El Dorado,2024-08-14 21:00:00,54000.0,41624.6,49048.7,54000.0,54000.0,11.6,9.7,10.7,12.4,13.0,343.3,pred_20240813,43.97,2024-08-14 21:00:00,16.6,360,39.2,22.5,1010.0,46
9838,El Dorado,2024-08-14 22:00:00,54000.0,33379.3,49048.7,54000.0,54000.0,11.3,8.7,10.3,12.1,12.7,341.9,pred_20240813,31.1,2024-08-14 22:00:00,16.3,5,34.6,22.7,1010.1,46
9839,El Dorado,2024-08-14 23:00:00,54000.0,36127.5,48826.9,54000.0,54000.0,11.2,8.7,10.3,12.1,12.7,341.8,pred_20240813,35.84,2024-08-14 23:00:00,16.6,5,34.6,22.9,1010.0,45
9840,El Dorado,2024-08-15 00:00:00,54000.0,46804.0,49771.4,54000.0,54000.0,11.7,10.5,11.0,12.5,13.0,347.4,pred_20240814,28.77,2024-08-15 00:00:00,15.5,1,34.6,23.0,1009.7,44
9841,El Dorado,2024-08-15 01:00:00,54000.0,46804.0,49771.4,54000.0,54000.0,11.7,10.4,10.9,12.4,13.0,346.9,pred_20240814,42.5,2024-08-15 01:00:00,14.4,3,32.0,22.8,1008.9,44
9842,El Dorado,2024-08-15 02:00:00,54000.0,46804.0,49771.4,54000.0,54000.0,11.8,10.5,11.0,12.5,13.0,347.4,pred_20240814,35.06,2024-08-15 02:00:00,13.5,9,29.2,22.7,1008.4,44
9843,El Dorado,2024-08-15 03:00:00,54000.0,46804.0,49771.4,54000.0,54000.0,11.8,10.5,11.1,12.6,13.1,349.3,pred_20240814,47.05,2024-08-15 03:00:00,14.0,12,28.4,22.6,1008.5,45
9844,El Dorado,2024-08-15 04:00:00,54000.0,46804.0,49771.4,54000.0,54000.0,12.0,10.8,11.3,12.8,13.3,347.3,pred_20240814,45.08,2024-08-15 04:00:00,15.0,11,30.2,22.5,1008.4,47
9845,El Dorado,2024-08-15 05:00:00,54000.0,46804.0,49771.4,54000.0,54000.0,12.2,11.0,11.5,13.1,13.5,346.1,pred_20240814,48.8,2024-08-15 05:00:00,15.2,7,31.3,22.2,1008.9,49
9846,El Dorado,2024-08-15 06:00:00,53711.0,46515.0,49482.4,54000.0,54000.0,12.4,11.1,11.6,13.1,13.6,345.9,pred_20240814,42.4,2024-08-15 06:00:00,16.2,4,33.5,22.2,1009.5,50
9847,El Dorado,2024-08-15 07:00:00,53575.6,46379.6,49347.0,54000.0,54000.0,12.6,11.3,11.8,13.3,13.9,344.6,pred_20240814,40.13,2024-08-15 07:00:00,17.7,2,37.1,22.7,1009.9,48
9848,El Dorado,2024-08-15 08:00:00,54000.0,46804.0,49771.4,54000.0,54000.0,12.4,10.8,11.7,13.2,13.7,342.9,pred_20240814,41.48,2024-08-15 08:00:00,18.8,357,40.7,24.5,1010.4,44
9849,El Dorado,2024-08-15 09:00:00,54000.0,46804.0,49771.4,54000.0,54000.0,11.6,10.3,10.9,12.4,13.0,356.1,pred_20240814,40.89,2024-08-15 09:00:00,15.1,18,41.8,26.1,1011.1,44
9850,El Dorado,2024-08-15 10:00:00,53908.4,46712.3,49679.8,54000.0,54000.0,11.6,10.4,10.9,12.4,12.9,357.8,pred_20240814,43.16,2024-08-15 10:00:00,17.8,14,41.8,27.1,1011.2,46
9851,El Dorado,2024-08-15 11:00:00,54000.0,46804.0,49771.4,54000.0,54000.0,12.9,10.9,11.5,13.6,14.2,352.3,pred_20240814,43.18,2024-08-15 11:00:00,21.7,5,50.8,29.2,1010.4,40
9852,El Dorado,2024-08-15 12:00:00,53413.3,46217.3,49184.7,54000.0,54000.0,14.2,12.4,13.1,15.0,15.5,346.2,pred_20240814,45.99,2024-08-15 12:00:00,25.6,356,59.8,30.5,1009.3,37
9853,El Dorado,2024-08-15 13:00:00,53005.4,45809.3,48776.8,54000.0,54000.0,15.3,13.7,14.3,16.1,16.6,346.1,pred_20240814,42.51,2024-08-15 13:00:00,29.4,353,66.2,31.0,1008.2,35
9854,El Dorado,2024-08-15 14:00:00,52376.0,43950.0,47424.6,54000.0,54000.0,15.6,14.1,14.7,16.5,17.0,345.4,pred_20240814,42.17,2024-08-15 14:00:00,30.5,353,68.4,31.1,1007.2,35
9855,El Dorado,2024-08-15 15:00:00,52072.6,43646.6,47121.2,54000.0,54000.0,15.6,14.2,14.8,16.5,17.1,345.4,pred_20240814,45.9,2024-08-15 15:00:00,30.7,356,69.1,30.3,1006.6,37
9856,El Dorado,2024-08-15 16:00:00,50977.1,42551.1,46025.7,54000.0,54000.0,15.6,14.1,14.7,16.5,17.1,346.5,pred_20240814,42.88,2024-08-15 16:00:00,29.5,360,68.0,29.3,1006.5,40
9857,El Dorado,2024-08-15 17:00:00,52470.0,44044.0,47518.7,54000.0,54000.0,15.7,14.2,14.8,16.5,17.1,343.4,pred_20240814,43.37,2024-08-15 17:00:00,30.3,355,65.2,28.0,1006.7,43
9858,El Dorado,2024-08-15 18:00:00,51856.5,43430.5,46905.1,54000.0,54000.0,15.4,13.9,14.5,16.2,16.8,342.9,pred_20240814,43.96,2024-08-15 18:00:00,27.5,354,66.2,26.6,1007.3,46
9859,El Dorado,2024-08-15 19:00:00,52452.8,44026.8,47501.4,54000.0,54000.0,14.4,13.0,13.6,15.4,15.9,342.3,pred_20240814,44.08,2024-08-15 19:00:00,27.3,351,59.8,25.8,1008.1,50
9860,El Dorado,2024-08-15 20:00:00,53717.1,45291.1,48765.8,54000.0,54000.0,13.5,12.1,12.7,14.4,15.0,341.5,pred_20240814,44.22,2024-08-15 20:00:00,24.4,351,59.0,25.7,1008.9,52
9861,El Dorado,2024-08-15 21:00:00,54000.0,45574.0,49048.7,54000.0,54000.0,12.7,11.3,11.7,13.6,14.2,342.3,pred_20240814,44.22,2024-08-15 21:00:00,25.6,349,60.5,26.5,1009.1,47
9862,El Dorado,2024-08-15 22:00:00,54000.0,45574.0,49048.7,54000.0,54000.0,12.2,10.8,11.3,13.1,13.7,342.3,pred_20240814,44.53,2024-08-15 22:00:00,22.6,351,55.4,26.4,1009.6,47
9863,El Dorado,2024-08-15 23:00:00,54000.0,45574.0,49048.7,54000.0,54000.0,11.9,10.5,11.1,12.8,13.4,343.1,pred_20240814,44.36,2024-08-15 23:00:00,19.7,352,48.6,26.2,1009.8,47
9864,El Dorado,2024-08-16 00:00:00,54000.0,46804.0,49771.4,54000.0,54000.0,11.6,10.0,10.7,12.3,12.9,345.8,pred_20240815,44.22,2024-08-16 00:00:00,17.1,353,41.8,25.7,1010.2,48
9865,El Dorado,2024-08-16 01:00:00,54000.0,37297.1,48606.2,54000.0,54000.0,11.2,9.9,10.2,12.0,12.5,345.9,pred_20240815,44.19,2024-08-16 01:00:00,16.3,354,36.4,25.3,1010.1,50
9866,El Dorado,2024-08-16 02:00:00,54000.0,22853.8,44237.8,54000.0,54000.0,10.9,8.9,9.6,11.7,12.2,344.7,pred_20240815,44.37,2024-08-16 02:00:00,15.9,355,34.2,24.9,1009.9,52
9867,El Dorado,2024-08-16 03:00:00,50886.6,22423.0,41290.4,54000.0,54000.0,10.4,8.0,9.2,11.2,11.7,341.5,pred_20240815,42.7,2024-08-16 03:00:00,15.5,355,33.5,24.4,1010.0,55
9868,El Dorado,2024-08-16 04:00:00,48528.1,22423.0,38594.5,52756.7,54000.0,10.2,8.0,9.2,11.0,11.5,340.2,pred_20240815,44.05,2024-08-16 04:00:00,14.1,356,32.4,23.9,1010.3,58
9869,El Dorado,2024-08-16 05:00:00,44821.2,17832.1,35785.2,49198.4,52017.3,9.7,7.6,8.6,10.4,11.0,341.0,pred_20240815,44.22,2024-08-16 05:00:00,12.6,2,28.8,23.3,1010.8,61
9870,El Dorado,2024-08-16 06:00:00,41074.2,14407.5,29000.1,47001.5,50470.4,9.3,7.4,8.3,10.1,10.6,340.3,pred_20240815,17.93,2024-08-16 06:00:00,11.5,358,25.2,23.0,1011.7,64
9871,El Dorado,2024-08-16 07:00:00,31457.2,11190.9,21699.3,41078.1,45102.5,8.3,6.0,7.5,9.1,9.6,340.2,pred_20240815,3.56,2024-08-16 07:00:00,11.2,358,22.0,22.5,1012.6,67
